path,agarose,bsa,timepoint_hr,capture_time,shot_order,gap_s,v_sticker,v_coating,v_bsa,v_agarose,v_control,v_tally,v_magnet,v_magnet_size,v_conf,v_notes
0.4 BACK/BSA /12 hrs/PXL_20260827_230445293.jpg,0.4,BSA,12.0,2026-08-27 23:04:45.293,11,9.019,0.4 BSA COOH,COOH,True,0.4,True,2,none,,high,
0.4 BACK/BSA /12 hrs/PXL_20260827_230456636.jpg,0.4,BSA,12.0,2026-08-27 23:04:56.636,12,11.343,0.4 BSA COOH,COOH,True,0.4,True,3,none,,high,
0.4 BACK/BSA /21.5 hrs/PXL_20260828_082806000.jpg,0.4,BSA,21.5,2026-08-28 08:28:06.000,1,,0.4 BSA PEG,PEG,True,0.4,False,1,present,large,high,
0.4 BACK/BSA /21.5 hrs/PXL_20260828_082842334.jpg,0.4,BSA,21.5,2026-08-28 08:28:42.334,2,36.334,0.4 BSA PEG,PEG,True,0.4,False,2,present,large,high,
0.4 BACK/BSA /21.5 hrs/PXL_20260828_082921987.jpg,0.4,BSA,21.5,2026-08-28 08:29:21.987,3,39.653,0.4 BSA PEG,PEG,True,0.4,False,3,present,large,high,
0.4 BACK/BSA /21.5 hrs/PXL_20260828_083009673.jpg,0.4,BSA,21.5,2026-08-28 08:30:09.673,4,47.686,0.4 BSA COOH,COOH,True,0.4,False,1,present,large,high,
0.4 BACK/BSA /21.5 hrs/PXL_20260828_083120420.jpg,0.4,BSA,21.5,2026-08-28 08:31:20.420,5,70.747,0.4 BSA COOH,COOH,True,0.4,False,2,present,large,high,
0.4 BACK/BSA /21.5 hrs/PXL_20260828_083151570.jpg,0.4,BSA,21.5,2026-08-28 08:31:51.570,6,31.15,0.4 BSA COOH,COOH,True,0.4,False,3,present,large,high,
0.4 BACK/BSA /21.5 hrs/PXL_20260828_084802553.jpg,0.4,BSA,21.5,2026-08-28 08:48:02.553,7,970.983,0.4 BSA PEG,PEG,True,0.4,True,1,none,,high,
0.4 BACK/BSA /21.5 hrs/PXL_20260828_084818395.jpg,0.4,BSA,21.5,2026-08-28 08:48:18.395,8,15.842,0.4 BSA PEG,PEG,True,0.4,True,2,none,,high,
0.4 BACK/BSA /21.5 hrs/PXL_20260828_084832324.jpg,0.4,BSA,21.5,2026-08-28 08:48:32.324,9,13.929,0.4 BSA PEG,PEG,True,0.4,True,3,none,,high,
0.4 BACK/BSA /21.5 hrs/PXL_20260828_084917810.jpg,0.4,BSA,21.5,2026-08-28 08:49:17.810,10,45.486,0.4 BSA COOH,COOH,True,0.4,True,1,none,,high,
0.4 BACK/BSA /21.5 hrs/PXL_20260828_084935517.jpg,0.4,BSA,21.5,2026-08-28 08:49:35.517,11,17.707,0.4 BSA COOH,COOH,True,0.4,True,2,none,,high,
0.4 BACK/BSA /21.5 hrs/PXL_20260828_084951875.jpg,0.4,BSA,21.5,2026-08-28 08:49:51.875,12,16.358,0.4 BSA COOH,COOH,True,0.4,True,3,none,,high,
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110536317.jpg,0.4,non-BSA,0.0,2026-08-27 11:05:36.317,1,,0.4 PEG,PEG,False,0.4,False,1,none,,high,"sticker text written in black marker, not red; no BSA mentioned"
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110545377.jpg,0.4,non-BSA,0.0,2026-08-27 11:05:45.377,2,9.06,0.4 PEG,PEG,False,0.4,False,1,present,large,high,"sticker text written in black marker, not red; no BSA mentioned"
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110604764.jpg,0.4,non-BSA,0.0,2026-08-27 11:06:04.764,3,19.387,0.4 PEG,PEG,False,0.4,False,2,none,,high,"sticker text written in black marker, not red; no BSA mentioned"
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110659452.jpg,0.4,non-BSA,0.0,2026-08-27 11:06:59.452,4,54.688,0.4 PEG,PEG,False,0.4,False,2,present,large,high,"sticker text written in black marker, not red; no BSA mentioned"
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110714060.jpg,0.4,non-BSA,0.0,2026-08-27 11:07:14.060,5,14.608,0.4 PEG,PEG,False,0.4,False,3,present,large,high,"sticker text written in black marker, not red; no BSA mentioned"
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110726354.jpg,0.4,non-BSA,0.0,2026-08-27 11:07:26.354,6,12.294,0.4 PEG,PEG,False,0.4,False,3,present,large,high,"sticker text written in black marker, not red; no BSA mentioned"
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110751175.jpg,0.4,non-BSA,0.0,2026-08-27 11:07:51.175,7,24.821,0.6 COOH,COOH,False,0.6,False,1,none,,high,"sticker text written in black marker (upside-down), not red; no BSA mentioned"
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110817323.jpg,0.4,non-BSA,0.0,2026-08-27 11:08:17.323,8,26.148,0.6 COOH,COOH,False,0.6,False,2,none,,high,"sticker text written in black marker (upside-down), not red; no BSA mentioned"
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110903525.jpg,0.4,non-BSA,0.0,2026-08-27 11:09:03.525,9,46.202,0.6 COOH,COOH,False,0.6,False,1,present,large,high,"sticker text written in black marker (upside-down), not red; no BSA mentioned"
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110927470.jpg,0.4,non-BSA,0.0,2026-08-27 11:09:27.470,10,23.945,0.6 COOH,COOH,False,0.6,False,2,present,large,high,"sticker text written in black marker (upside-down), not red; no BSA mentioned"
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110947262.jpg,0.4,non-BSA,0.0,2026-08-27 11:09:47.262,11,19.792,0.6 COOH,COOH,False,0.6,False,3,none,,high,"sticker text written in black marker (upside-down), not red; no BSA mentioned"
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_111007893.jpg,0.4,non-BSA,0.0,2026-08-27 11:10:07.893,12,20.631,0.6 COOH,COOH,False,0.6,False,3,present,large,high,"sticker text written in black marker (upside-down), not red; no BSA mentioned"
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_112533489.jpg,0.4,non-BSA,0.0,2026-08-27 11:25:33.489,13,925.596,0.4 PEG,PEG,False,0.4,True,1,none,,high,"sticker text written in black marker, not red; no BSA mentioned"
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_112546168.jpg,0.4,non-BSA,0.0,2026-08-27 11:25:46.168,14,12.679,0.4 PEG,PEG,False,0.4,True,3,none,,high,
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_112559212.jpg,0.4,non-BSA,0.0,2026-08-27 11:25:59.212,15,13.044,0.4 PEG,PEG,False,0.4,True,3,none,,high,duplicate angle of 0040
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_112620541.jpg,0.4,non-BSA,0.0,2026-08-27 11:26:20.541,16,21.329,0.6 COOH,COOH,False,0.6,True,1,none,,high,
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_112646561.jpg,0.4,non-BSA,0.0,2026-08-27 11:26:46.561,17,26.02,0.6 COOH,COOH,False,0.6,True,2,none,,high,
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_112700417.jpg,0.4,non-BSA,0.0,2026-08-27 11:27:00.417,18,13.856,0.6 COOH,COOH,False,0.6,True,3,none,,high,
0.4 BACK/NON-BSA/1 hr/PXL_20260827_120518476.jpg,0.4,non-BSA,1.0,2026-08-27 12:05:18.476,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.4 BACK/NON-BSA/1 hr/PXL_20260827_120551565.jpg,0.4,non-BSA,1.0,2026-08-27 12:05:51.565,2,33.089,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.4 BACK/NON-BSA/1 hr/PXL_20260827_120614481.jpg,0.4,non-BSA,1.0,2026-08-27 12:06:14.481,3,22.916,0.4 PEG,PEG,False,0.4,False,3,present,large,high,
0.4 BACK/NON-BSA/1 hr/PXL_20260827_120647663.jpg,0.4,non-BSA,1.0,2026-08-27 12:06:47.663,4,33.182,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.4 BACK/NON-BSA/1 hr/PXL_20260827_120711718.jpg,0.4,non-BSA,1.0,2026-08-27 12:07:11.718,5,24.055,0.6 COOH,COOH,False,0.6,False,2,present,large,high,
0.4 BACK/NON-BSA/1 hr/PXL_20260827_120730635.jpg,0.4,non-BSA,1.0,2026-08-27 12:07:30.635,6,18.917,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.4 BACK/NON-BSA/1 hr/PXL_20260827_122925816.jpg,0.4,non-BSA,1.0,2026-08-27 12:29:25.816,7,1315.181,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.4 BACK/NON-BSA/1 hr/PXL_20260827_122938669.jpg,0.4,non-BSA,1.0,2026-08-27 12:29:38.669,8,12.853,0.4 PEG,PEG,False,0.4,True,3,none,,high,
0.4 BACK/NON-BSA/1 hr/PXL_20260827_122950353.jpg,0.4,non-BSA,1.0,2026-08-27 12:29:50.353,9,11.684,0.4 PEG,PEG,False,0.4,True,1,none,,high,duplicate angle of 0051
0.4 BACK/NON-BSA/1 hr/PXL_20260827_123024008.jpg,0.4,non-BSA,1.0,2026-08-27 12:30:24.008,10,33.655,0.6 COOH,COOH,False,0.6,True,2,none,,high,
0.4 BACK/NON-BSA/1 hr/PXL_20260827_123037269.jpg,0.4,non-BSA,1.0,2026-08-27 12:30:37.269,11,13.261,0.6 COOH,COOH,False,0.6,True,1,none,,high,
0.4 BACK/NON-BSA/1 hr/PXL_20260827_123050149.jpg,0.4,non-BSA,1.0,2026-08-27 12:30:50.149,12,12.88,0.6 COOH,COOH,False,0.6,True,3,none,,high,
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_130235088.jpg,0.4,non-BSA,2.0,2026-08-27 13:02:35.088,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_130248752.jpg,0.4,non-BSA,2.0,2026-08-27 13:02:48.752,2,13.664,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_130304256.jpg,0.4,non-BSA,2.0,2026-08-27 13:03:04.256,3,15.504,0.4 PEG,PEG,False,0.4,False,3,present,large,high,
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_130347736.jpg,0.4,non-BSA,2.0,2026-08-27 13:03:47.736,4,43.48,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_130402083.jpg,0.4,non-BSA,2.0,2026-08-27 13:04:02.083,5,14.347,0.6 COOH,COOH,False,0.6,False,2,present,large,high,
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_130411918.jpg,0.4,non-BSA,2.0,2026-08-27 13:04:11.918,6,9.835,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_131147754.jpg,0.4,non-BSA,2.0,2026-08-27 13:11:47.754,7,455.836,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_131159395.jpg,0.4,non-BSA,2.0,2026-08-27 13:11:59.395,8,11.641,0.4 PEG,PEG,False,0.4,True,3,none,,high,
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_131210175.jpg,0.4,non-BSA,2.0,2026-08-27 13:12:10.175,9,10.78,0.4 PEG,PEG,False,0.4,True,3,none,,high,duplicate angle of 0064
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_131246105.jpg,0.4,non-BSA,2.0,2026-08-27 13:12:46.105,10,35.93,0.6 COOH,COOH,False,0.6,True,1,none,,high,
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_131300819.jpg,0.4,non-BSA,2.0,2026-08-27 13:13:00.819,11,14.714,0.6 COOH,COOH,False,0.6,True,2,none,,high,
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_131317699.jpg,0.4,non-BSA,2.0,2026-08-27 13:13:17.699,12,16.88,0.6 COOH,COOH,False,0.6,True,3,none,,high,
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_140347293.jpg,0.4,non-BSA,3.0,2026-08-27 14:03:47.293,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_140411381.jpg,0.4,non-BSA,3.0,2026-08-27 14:04:11.381,2,24.088,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_140429778.jpg,0.4,non-BSA,3.0,2026-08-27 14:04:29.778,3,18.397,0.4 PEG,PEG,False,0.4,False,3,present,large,high,
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_140510028.jpg,0.4,non-BSA,3.0,2026-08-27 14:05:10.028,4,40.25,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_140524052.jpg,0.4,non-BSA,3.0,2026-08-27 14:05:24.052,5,14.024,0.6 COOH,COOH,False,0.6,False,2,present,large,high,
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_140546913.jpg,0.4,non-BSA,3.0,2026-08-27 14:05:46.913,6,22.861,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_141418132.jpg,0.4,non-BSA,3.0,2026-08-27 14:14:18.132,7,511.219,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_141432809.jpg,0.4,non-BSA,3.0,2026-08-27 14:14:32.809,8,14.677,0.4 PEG,PEG,False,0.4,True,3,none,,high,
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_141452211.jpg,0.4,non-BSA,3.0,2026-08-27 14:14:52.211,9,19.402,0.4 PEG,PEG,False,0.4,True,3,none,,high,duplicate angle of 0076
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_141529962.jpg,0.4,non-BSA,3.0,2026-08-27 14:15:29.962,10,37.751,0.6 COOH,COOH,False,0.6,True,1,none,,high,
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_141553992.jpg,0.4,non-BSA,3.0,2026-08-27 14:15:53.992,11,24.03,0.6 COOH,COOH,False,0.6,True,2,none,,high,
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_141611900.jpg,0.4,non-BSA,3.0,2026-08-27 14:16:11.900,12,17.908,0.6 COOH,COOH,False,0.6,True,3,none,,high,
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_150147330.jpg,0.4,non-BSA,4.0,2026-08-27 15:01:47.330,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_150204790.jpg,0.4,non-BSA,4.0,2026-08-27 15:02:04.790,2,17.46,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_150216136.jpg,0.4,non-BSA,4.0,2026-08-27 15:02:16.136,3,11.346,0.4 PEG,PEG,False,0.4,False,3,present,large,high,downscaled frame looked like 2 rows; high-res crop clearly shows 3
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_150239457.jpg,0.4,non-BSA,4.0,2026-08-27 15:02:39.457,4,23.321,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_150248732.jpg,0.4,non-BSA,4.0,2026-08-27 15:02:48.732,5,9.275,0.6 COOH,COOH,False,0.6,False,2,present,large,high,
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_150258576.jpg,0.4,non-BSA,4.0,2026-08-27 15:02:58.576,6,9.844,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_151227412.jpg,0.4,non-BSA,4.0,2026-08-27 15:12:27.412,7,568.836,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_151249426.jpg,0.4,non-BSA,4.0,2026-08-27 15:12:49.426,8,22.014,0.4 PEG,PEG,False,0.4,True,3,none,,high,
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_151309212.jpg,0.4,non-BSA,4.0,2026-08-27 15:13:09.212,9,19.786,0.4 PEG,PEG,False,0.4,True,3,none,,high,duplicate/alt-angle of 0088
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_151351770.jpg,0.4,non-BSA,4.0,2026-08-27 15:13:51.770,10,42.558,0.6 COOH,COOH,False,0.6,True,1,none,,high,
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_151410950.jpg,0.4,non-BSA,4.0,2026-08-27 15:14:10.950,11,19.18,0.6 COOH,COOH,False,0.6,True,3,none,,high,
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_151428327.jpg,0.4,non-BSA,4.0,2026-08-27 15:14:28.327,12,17.377,0.6 COOH,COOH,False,0.6,True,3,none,,high,duplicate/alt-angle of 0091
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_160318612.jpg,0.4,non-BSA,5.0,2026-08-27 16:03:18.612,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_160341708.jpg,0.4,non-BSA,5.0,2026-08-27 16:03:41.708,2,23.096,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_160353469.jpg,0.4,non-BSA,5.0,2026-08-27 16:03:53.469,3,11.761,0.4 PEG,PEG,False,0.4,False,3,present,large,high,
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_160422535.jpg,0.4,non-BSA,5.0,2026-08-27 16:04:22.535,4,29.066,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_160442372.jpg,0.4,non-BSA,5.0,2026-08-27 16:04:42.372,5,19.837,0.6 COOH,COOH,False,0.6,False,3,present,large,low,"first tally row is faint/short and close to row 2; genuinely torn between 2 and 3 rows, and this sits between the 0096 (tally1) and 0098 (tally3) shots with no clear tally2 in between"
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_160504640.jpg,0.4,non-BSA,5.0,2026-08-27 16:05:04.640,6,22.268,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_161607611.jpg,0.4,non-BSA,5.0,2026-08-27 16:16:07.611,7,662.971,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_161640724.jpg,0.4,non-BSA,5.0,2026-08-27 16:16:40.724,8,33.113,0.4 PEG,PEG,False,0.4,True,3,none,,high,
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_161701068.jpg,0.4,non-BSA,5.0,2026-08-27 16:17:01.068,9,20.344,0.4 PEG,PEG,False,0.4,True,3,none,,high,duplicate/alt-angle of 0100
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_161739748.jpg,0.4,non-BSA,5.0,2026-08-27 16:17:39.748,10,38.68,0.6 COOH,COOH,False,0.6,True,1,none,,high,
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_161808896.jpg,0.4,non-BSA,5.0,2026-08-27 16:18:08.896,11,29.148,0.6 COOH,COOH,False,0.6,True,3,none,,high,
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_161955201.jpg,0.4,non-BSA,5.0,2026-08-27 16:19:55.201,12,106.305,0.6 COOH,COOH,False,0.6,True,3,none,,high,duplicate/alt-angle of 0103
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_170217290.jpg,0.4,non-BSA,6.0,2026-08-27 17:02:17.290,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_170227014.jpg,0.4,non-BSA,6.0,2026-08-27 17:02:27.014,2,9.724,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_170244858.jpg,0.4,non-BSA,6.0,2026-08-27 17:02:44.858,3,17.844,0.4 PEG,PEG,False,0.4,False,3,present,large,high,
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_170322668.jpg,0.4,non-BSA,6.0,2026-08-27 17:03:22.668,4,37.81,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_170334693.jpg,0.4,non-BSA,6.0,2026-08-27 17:03:34.693,5,12.025,0.6 COOH,COOH,False,0.6,False,2,present,large,high,
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_170347700.jpg,0.4,non-BSA,6.0,2026-08-27 17:03:47.700,6,13.007,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_171311387.jpg,0.4,non-BSA,6.0,2026-08-27 17:13:11.387,7,563.687,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_171345305.jpg,0.4,non-BSA,6.0,2026-08-27 17:13:45.305,8,33.918,0.4 PEG,PEG,False,0.4,True,3,none,,high,
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_171403935.jpg,0.4,non-BSA,6.0,2026-08-27 17:14:03.935,9,18.63,0.4 PEG,PEG,False,0.4,True,3,none,,high,duplicate/alt-angle of 0112
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_171511697.jpg,0.4,non-BSA,6.0,2026-08-27 17:15:11.697,10,67.762,0.6 COOH,COOH,False,0.6,True,1,none,,high,
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_171534992.jpg,0.4,non-BSA,6.0,2026-08-27 17:15:34.992,11,23.295,0.6 COOH,COOH,False,0.6,True,3,none,,high,
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_171554256.jpg,0.4,non-BSA,6.0,2026-08-27 17:15:54.256,12,19.264,0.6 COOH,COOH,False,0.6,True,3,none,,high,duplicate/alt-angle of 0115
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_183529860.jpg,0.4,non-BSA,7.5,2026-08-27 18:35:29.860,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_183541282.jpg,0.4,non-BSA,7.5,2026-08-27 18:35:41.282,2,11.422,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_183558074.jpg,0.4,non-BSA,7.5,2026-08-27 18:35:58.074,3,16.792,0.4 PEG,PEG,False,0.4,False,3,present,large,high,
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_183626993.jpg,0.4,non-BSA,7.5,2026-08-27 18:36:26.993,4,28.919,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_183649132.jpg,0.4,non-BSA,7.5,2026-08-27 18:36:49.132,5,22.139,0.6 COOH,COOH,False,0.6,False,2,present,large,high,
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_183710931.jpg,0.4,non-BSA,7.5,2026-08-27 18:37:10.931,6,21.799,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_184742008.jpg,0.4,non-BSA,7.5,2026-08-27 18:47:42.008,7,631.077,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_184826971.jpg,0.4,non-BSA,7.5,2026-08-27 18:48:26.971,8,44.963,0.4 PEG,PEG,False,0.4,True,2,none,,high,
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_184847778.jpg,0.4,non-BSA,7.5,2026-08-27 18:48:47.778,9,20.807,0.4 PEG,PEG,False,0.4,True,3,none,,high,
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_184942250.jpg,0.4,non-BSA,7.5,2026-08-27 18:49:42.250,10,54.472,0.6 COOH,COOH,False,0.6,True,1,none,,high,
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_184959438.jpg,0.4,non-BSA,7.5,2026-08-27 18:49:59.438,11,17.188,0.6 COOH,COOH,False,0.6,True,3,none,,high,"clearly 3 rows, but group has no tally=2 photo (126=1,127=3,128=3) - likely a duplicate shot"
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_185016191.jpg,0.4,non-BSA,7.5,2026-08-27 18:50:16.191,12,16.753,0.6 COOH,COOH,False,0.6,True,3,none,,high,duplicate of 0127 tally=3
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_200337239.jpg,0.4,non-BSA,9.0,2026-08-27 20:03:37.239,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_200348063.jpg,0.4,non-BSA,9.0,2026-08-27 20:03:48.063,2,10.824,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_200405127.jpg,0.4,non-BSA,9.0,2026-08-27 20:04:05.127,3,17.064,0.4 PEG,PEG,False,0.4,False,3,present,large,high,
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_200428529.jpg,0.4,non-BSA,9.0,2026-08-27 20:04:28.529,4,23.402,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_200440659.jpg,0.4,non-BSA,9.0,2026-08-27 20:04:40.659,5,12.13,0.6 COOH,COOH,False,0.6,False,2,present,large,high,
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_200449798.jpg,0.4,non-BSA,9.0,2026-08-27 20:04:49.798,6,9.139,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_201355263.jpg,0.4,non-BSA,9.0,2026-08-27 20:13:55.263,7,545.465,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_201429802.jpg,0.4,non-BSA,9.0,2026-08-27 20:14:29.802,8,34.539,0.4 PEG,PEG,False,0.4,True,2,none,,high,
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_201459954.jpg,0.4,non-BSA,9.0,2026-08-27 20:14:59.954,9,30.152,0.4 PEG,PEG,False,0.4,True,3,none,,high,
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_201532090.jpg,0.4,non-BSA,9.0,2026-08-27 20:15:32.090,10,32.136,0.6 COOH,COOH,False,0.6,True,1,none,,high,
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_201555766.jpg,0.4,non-BSA,9.0,2026-08-27 20:15:55.766,11,23.676,0.6 COOH,COOH,False,0.6,True,3,none,,high,"clearly 3 rows, but group has no tally=2 photo (138=1,139=3,140=3) - likely a duplicate shot"
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_201606310.jpg,0.4,non-BSA,9.0,2026-08-27 20:16:06.310,12,10.544,0.6 COOH,COOH,False,0.6,True,3,none,,high,duplicate of 0139 tally=3
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_213208705.jpg,0.4,non-BSA,10.5,2026-08-27 21:32:08.705,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_213229527.jpg,0.4,non-BSA,10.5,2026-08-27 21:32:29.527,2,20.822,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_213237249.jpg,0.4,non-BSA,10.5,2026-08-27 21:32:37.249,3,7.722,0.4 PEG,PEG,False,0.4,False,3,present,large,high,
