path,agarose,bsa,timepoint_hr,capture_time,shot_order,gap_s,v_sticker,v_coating,v_bsa,v_agarose,v_control,v_tally,v_magnet,v_magnet_size,v_conf,v_notes,idx,dropped_dup,agarose_f,bsa_f,coating_f,control_f,magnet_f,tally_f,duplicate_shot,tally_certainty,tally_changed,gap,burst,tally_conflict,low_conf,arm,series
0.4 BACK/BSA /6 hrs/PXL_20260827_170948030.jpg,0.4,BSA,6.0,2026-08-27 17:09:48.030,8,12.383,0.4 BSA PEG,PEG,True,0.4,True,2,none,,high,,85,False,0.4,BSA,PEG,True,none,2,False,high,False,12.383,2,False,False,control,0.4_BSA_PEG_control_r2
0.4 BACK/BSA /6 hrs/PXL_20260827_171001972.jpg,0.4,BSA,6.0,2026-08-27 17:10:01.972,9,13.942,0.4 BSA PEG,PEG,True,0.4,True,3,none,,high,,86,False,0.4,BSA,PEG,True,none,3,False,high,False,13.942,2,False,False,control,0.4_BSA_PEG_control_r3
0.4 BACK/BSA /6 hrs/PXL_20260827_171142647.jpg,0.4,BSA,6.0,2026-08-27 17:11:42.647,10,100.675,0.4 BSA COOH,COOH,True,0.4,True,1,none,,high,,87,False,0.4,BSA,COOH,True,none,1,False,high,False,100.675,2,False,False,control,0.4_BSA_COOH_control_r1
0.4 BACK/BSA /6 hrs/PXL_20260827_171208934.jpg,0.4,BSA,6.0,2026-08-27 17:12:08.934,11,26.287,0.4 BSA COOH,COOH,True,0.4,True,2,none,,high,,88,False,0.4,BSA,COOH,True,none,2,False,high,False,26.287,2,False,False,control,0.4_BSA_COOH_control_r2
0.4 BACK/BSA /6 hrs/PXL_20260827_171225691.jpg,0.4,BSA,6.0,2026-08-27 17:12:25.691,12,16.757,0.4 BSA COOH,COOH,True,0.4,True,3,none,,high,,89,False,0.4,BSA,COOH,True,none,3,False,high,False,16.757,2,False,False,control,0.4_BSA_COOH_control_r3
0.4 BACK/BSA /7.5 hrs/PXL_20260827_183335799.jpg,0.4,BSA,7.5,2026-08-27 18:33:35.799,1,,0.4 BSA PEG,PEG,True,0.4,False,1,present,large,high,,90,False,0.4,BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.4_BSA_PEG_magnet_r1
0.4 BACK/BSA /7.5 hrs/PXL_20260827_183350966.jpg,0.4,BSA,7.5,2026-08-27 18:33:50.966,2,15.167,0.4 BSA PEG,PEG,True,0.4,False,2,present,large,high,,91,False,0.4,BSA,PEG,False,present,2,False,high,True,15.167,1,False,False,magnet,0.4_BSA_PEG_magnet_r2
0.4 BACK/BSA /7.5 hrs/PXL_20260827_183407031.jpg,0.4,BSA,7.5,2026-08-27 18:34:07.031,3,16.065,0.4 BSA PEG,PEG,True,0.4,False,2,present,large,high,,92,False,0.4,BSA,PEG,False,present,3,False,high,True,16.065,1,False,False,magnet,0.4_BSA_PEG_magnet_r3
0.4 BACK/BSA /7.5 hrs/PXL_20260827_183425721.jpg,0.4,BSA,7.5,2026-08-27 18:34:25.721,4,18.69,0.4 BSA COOH,COOH,True,0.4,False,1,present,large,high,,93,False,0.4,BSA,COOH,False,present,1,False,high,False,18.69,1,False,False,magnet,0.4_BSA_COOH_magnet_r1
0.4 BACK/BSA /7.5 hrs/PXL_20260827_183440589.jpg,0.4,BSA,7.5,2026-08-27 18:34:40.589,5,14.868,0.4 BSA COOH,COOH,True,0.4,False,2,present,large,high,,94,False,0.4,BSA,COOH,False,present,2,False,high,False,14.868,1,False,False,magnet,0.4_BSA_COOH_magnet_r2
0.4 BACK/BSA /7.5 hrs/PXL_20260827_183456913.jpg,0.4,BSA,7.5,2026-08-27 18:34:56.913,6,16.324,0.4 BSA COOH,COOH,True,0.4,False,2,present,large,high,,95,False,0.4,BSA,COOH,False,present,3,False,high,True,16.324,1,False,False,magnet,0.4_BSA_COOH_magnet_r3
0.4 BACK/BSA /7.5 hrs/PXL_20260827_184337899.jpg,0.4,BSA,7.5,2026-08-27 18:43:37.899,7,520.986,0.4 BSA PEG,PEG,True,0.4,True,1,none,,high,"PEG cut off in crop, confirmed via frame",96,False,0.4,BSA,PEG,True,none,1,False,high,False,520.986,2,False,False,control,0.4_BSA_PEG_control_r1
0.4 BACK/BSA /7.5 hrs/PXL_20260827_184408057.jpg,0.4,BSA,7.5,2026-08-27 18:44:08.057,8,30.158,0.4 BSA PEG,PEG,True,0.4,True,2,none,,high,,97,False,0.4,BSA,PEG,True,none,2,False,high,False,30.158,2,False,False,control,0.4_BSA_PEG_control_r2
0.4 BACK/BSA /7.5 hrs/PXL_20260827_184435496.jpg,0.4,BSA,7.5,2026-08-27 18:44:35.496,9,27.439,0.4 BSA PEG,PEG,True,0.4,True,3,none,,high,,98,False,0.4,BSA,PEG,True,none,3,False,high,False,27.439,2,False,False,control,0.4_BSA_PEG_control_r3
0.4 BACK/BSA /7.5 hrs/PXL_20260827_184537917.jpg,0.4,BSA,7.5,2026-08-27 18:45:37.917,10,62.421,0.4 BSA COOH,COOH,True,0.4,True,1,none,,high,,99,False,0.4,BSA,COOH,True,none,1,False,high,False,62.421,2,False,False,control,0.4_BSA_COOH_control_r1
0.4 BACK/BSA /7.5 hrs/PXL_20260827_184558349.jpg,0.4,BSA,7.5,2026-08-27 18:45:58.349,11,20.432,0.4 BSA COOH,COOH,True,0.4,True,2,none,,high,,100,False,0.4,BSA,COOH,True,none,2,False,high,False,20.432,2,False,False,control,0.4_BSA_COOH_control_r2
0.4 BACK/BSA /7.5 hrs/PXL_20260827_184632327.jpg,0.4,BSA,7.5,2026-08-27 18:46:32.327,12,33.978,0.4 BSA COOH,COOH,True,0.4,True,3,none,,high,,101,False,0.4,BSA,COOH,True,none,3,False,high,False,33.978,2,False,False,control,0.4_BSA_COOH_control_r3
0.4 BACK/BSA /9 hrs/PXL_20260827_200152931.jpg,0.4,BSA,9.0,2026-08-27 20:01:52.931,1,,0.4 BSA PEG,PEG,True,0.4,False,1,present,large,high,,102,False,0.4,BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.4_BSA_PEG_magnet_r1
0.4 BACK/BSA /9 hrs/PXL_20260827_200201908.jpg,0.4,BSA,9.0,2026-08-27 20:02:01.908,2,8.977,0.4 BSA PEG,PEG,True,0.4,False,1,present,large,high,"tighter zoom crop, sticker partially cut off but legible",103,False,0.4,BSA,PEG,False,present,2,False,high,True,8.977,1,False,False,magnet,0.4_BSA_PEG_magnet_r2
0.4 BACK/BSA /9 hrs/PXL_20260827_200214496.jpg,0.4,BSA,9.0,2026-08-27 20:02:14.496,3,12.588,0.4 PEG,PEG,False,0.4,False,3,present,large,low,"sticker in black marker, top cropped/rotated in frame; no BSA text visible (distinct from BSA+PEG group)",104,False,0.4,BSA,PEG,False,present,3,False,high,False,12.588,1,False,True,magnet,0.4_BSA_PEG_magnet_r3
0.4 BACK/BSA /9 hrs/PXL_20260827_200238921.jpg,0.4,BSA,9.0,2026-08-27 20:02:38.921,4,24.425,0.4 BSA COOH,COOH,True,0.4,False,1,present,large,high,,105,False,0.4,BSA,COOH,False,present,1,False,high,False,24.425,1,False,False,magnet,0.4_BSA_COOH_magnet_r1
0.4 BACK/BSA /9 hrs/PXL_20260827_200252970.jpg,0.4,BSA,9.0,2026-08-27 20:02:52.970,5,14.049,0.4 BSA COOH,COOH,True,0.4,False,2,present,large,high,,106,False,0.4,BSA,COOH,False,present,2,False,high,False,14.049,1,False,False,magnet,0.4_BSA_COOH_magnet_r2
0.4 BACK/BSA /9 hrs/PXL_20260827_200304333.jpg,0.4,BSA,9.0,2026-08-27 20:03:04.333,6,11.363,0.4 BSA COOH,COOH,True,0.4,False,3,present,large,high,,107,False,0.4,BSA,COOH,False,present,3,False,high,False,11.363,1,False,False,magnet,0.4_BSA_COOH_magnet_r3
0.4 BACK/BSA /9 hrs/PXL_20260827_201024422.jpg,0.4,BSA,9.0,2026-08-27 20:10:24.422,7,440.089,0.4 BSA PEG,PEG,True,0.4,True,1,none,,high,duplicate photo of same tab as 0096,108,False,0.4,BSA,PEG,True,none,1,False,high,False,440.089,2,False,False,control,0.4_BSA_PEG_control_r1
0.4 BACK/BSA /9 hrs/PXL_20260827_201054033.jpg,0.4,BSA,9.0,2026-08-27 20:10:54.033,8,29.611,0.4 BSA PEG,PEG,True,0.4,True,2,none,,high,duplicate photo of same tab as 0097,109,False,0.4,BSA,PEG,True,none,2,False,high,False,29.611,2,False,False,control,0.4_BSA_PEG_control_r2
0.4 BACK/BSA /9 hrs/PXL_20260827_201108212.jpg,0.4,BSA,9.0,2026-08-27 20:11:08.212,9,14.179,0.4 BSA PEG,PEG,True,0.4,True,3,none,,high,duplicate photo of same tab as 0098,110,False,0.4,BSA,PEG,True,none,3,False,high,False,14.179,2,False,False,control,0.4_BSA_PEG_control_r3
0.4 BACK/BSA /9 hrs/PXL_20260827_201144268.jpg,0.4,BSA,9.0,2026-08-27 20:11:44.268,10,36.056,0.4 BSA COOH,COOH,True,0.4,True,1,none,,high,duplicate photo of same tab as 0099,111,False,0.4,BSA,COOH,True,none,1,False,high,False,36.056,2,False,False,control,0.4_BSA_COOH_control_r1
0.4 BACK/BSA /9 hrs/PXL_20260827_201201700.jpg,0.4,BSA,9.0,2026-08-27 20:12:01.700,11,17.432,0.4 BSA COOH,COOH,True,0.4,True,2,none,,high,duplicate photo of same tab as 0100,112,False,0.4,BSA,COOH,True,none,2,False,high,False,17.432,2,False,False,control,0.4_BSA_COOH_control_r2
0.4 BACK/BSA /9 hrs/PXL_20260827_201218730.jpg,0.4,BSA,9.0,2026-08-27 20:12:18.730,12,17.03,0.4 BSA COOH,COOH,True,0.4,True,3,none,,high,duplicate photo of same tab as 0101,113,False,0.4,BSA,COOH,True,none,3,False,high,False,17.03,2,False,False,control,0.4_BSA_COOH_control_r3
0.4 BACK/BSA /10.5 hrs/PXL_20260827_213045960.jpg,0.4,BSA,10.5,2026-08-27 21:30:45.960,1,,0.4 BSA PEG,PEG,True,0.4,False,1,present,large,high,,114,False,0.4,BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.4_BSA_PEG_magnet_r1
0.4 BACK/BSA /10.5 hrs/PXL_20260827_213055749.jpg,0.4,BSA,10.5,2026-08-27 21:30:55.749,2,9.789,0.4 BSA PEG,PEG,True,0.4,False,2,present,large,high,,115,False,0.4,BSA,PEG,False,present,2,False,high,False,9.789,1,False,False,magnet,0.4_BSA_PEG_magnet_r2
0.4 BACK/BSA /10.5 hrs/PXL_20260827_213105102.jpg,0.4,BSA,10.5,2026-08-27 21:31:05.102,3,9.353,0.4 BSA PEG,PEG,True,0.4,False,3,present,large,high,,116,False,0.4,BSA,PEG,False,present,3,False,high,False,9.353,1,False,False,magnet,0.4_BSA_PEG_magnet_r3
0.4 BACK/BSA /10.5 hrs/PXL_20260827_213124369.jpg,0.4,BSA,10.5,2026-08-27 21:31:24.369,4,19.267,0.4 BSA COOH,COOH,True,0.4,False,1,present,large,high,,117,False,0.4,BSA,COOH,False,present,1,False,high,False,19.267,1,False,False,magnet,0.4_BSA_COOH_magnet_r1
0.4 BACK/BSA /10.5 hrs/PXL_20260827_213138382.jpg,0.4,BSA,10.5,2026-08-27 21:31:38.382,5,14.013,0.4 BSA COOH,COOH,True,0.4,False,2,present,large,high,,118,False,0.4,BSA,COOH,False,present,2,False,high,False,14.013,1,False,False,magnet,0.4_BSA_COOH_magnet_r2
0.4 BACK/BSA /10.5 hrs/PXL_20260827_213150381.jpg,0.4,BSA,10.5,2026-08-27 21:31:50.381,6,11.999,0.4 BSA COOH,COOH,True,0.4,False,3,present,large,high,,119,False,0.4,BSA,COOH,False,present,3,False,high,False,11.999,1,False,False,magnet,0.4_BSA_COOH_magnet_r3
0.4 BACK/BSA /10.5 hrs/PXL_20260827_213914517.jpg,0.4,BSA,10.5,2026-08-27 21:39:14.517,7,444.136,0.4 BSA PEG,PEG,True,0.4,True,1,none,,high,,120,False,0.4,BSA,PEG,True,none,1,False,high,False,444.136,2,False,False,control,0.4_BSA_PEG_control_r1
0.4 BACK/BSA /10.5 hrs/PXL_20260827_213937518.jpg,0.4,BSA,10.5,2026-08-27 21:39:37.518,8,23.001,0.4 BSA PEG,PEG,True,0.4,True,3,none,,low,tally mark stylized/merged into '3' shape; leaning 3 but could be 2,121,False,0.4,BSA,PEG,True,none,2,False,high,True,23.001,2,False,True,control,0.4_BSA_PEG_control_r2
0.4 BACK/BSA /10.5 hrs/PXL_20260827_214001661.jpg,0.4,BSA,10.5,2026-08-27 21:40:01.661,9,24.143,0.4 BSA PEG,PEG,True,0.4,True,3,none,,high,,122,False,0.4,BSA,PEG,True,none,3,False,high,False,24.143,2,False,False,control,0.4_BSA_PEG_control_r3
0.4 BACK/BSA /10.5 hrs/PXL_20260827_214113836.jpg,0.4,BSA,10.5,2026-08-27 21:41:13.836,10,72.175,0.4 BSA COOH,COOH,True,0.4,True,1,none,,high,,123,False,0.4,BSA,COOH,True,none,1,False,high,False,72.175,2,False,False,control,0.4_BSA_COOH_control_r1
0.4 BACK/BSA /10.5 hrs/PXL_20260827_214122429.jpg,0.4,BSA,10.5,2026-08-27 21:41:22.429,11,8.593,0.4 BSA COOH,COOH,True,0.4,True,3,none,,low,tally rows merged in cursive '3' shape; possible 2 vs 3,124,False,0.4,BSA,COOH,True,none,3,False,high,False,8.593,2,False,True,control,0.4_BSA_COOH_control_r3
0.4 BACK/BSA /10.5 hrs/PXL_20260827_214140704.jpg,0.4,BSA,10.5,2026-08-27 21:41:40.704,12,18.275,0.4 BSA COOH,COOH,True,0.4,True,2,none,,high,,125,False,0.4,BSA,COOH,True,none,2,False,high,False,18.275,2,False,False,control,0.4_BSA_COOH_control_r2
0.4 BACK/BSA /12 hrs/PXL_20260827_225111295.jpg,0.4,BSA,12.0,2026-08-27 22:51:11.295,1,,0.4 BSA PEG,PEG,True,0.4,False,1,present,large,high,,126,False,0.4,BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.4_BSA_PEG_magnet_r1
0.4 BACK/BSA /12 hrs/PXL_20260827_225128130.jpg,0.4,BSA,12.0,2026-08-27 22:51:28.130,2,16.835,0.4 BSA PEG,PEG,True,0.4,False,2,present,large,high,,127,False,0.4,BSA,PEG,False,present,2,False,high,False,16.835,1,False,False,magnet,0.4_BSA_PEG_magnet_r2
0.4 BACK/BSA /12 hrs/PXL_20260827_225136462.jpg,0.4,BSA,12.0,2026-08-27 22:51:36.462,3,8.332,0.4 BSA PEG,PEG,True,0.4,False,3,present,large,high,,128,False,0.4,BSA,PEG,False,present,3,False,high,False,8.332,1,False,False,magnet,0.4_BSA_PEG_magnet_r3
0.4 BACK/BSA /12 hrs/PXL_20260827_225207698.jpg,0.4,BSA,12.0,2026-08-27 22:52:07.698,4,31.236,0.4 BSA COOH,COOH,True,0.4,False,1,present,large,high,,129,False,0.4,BSA,COOH,False,present,1,False,high,False,31.236,1,False,False,magnet,0.4_BSA_COOH_magnet_r1
0.4 BACK/BSA /12 hrs/PXL_20260827_225223463.jpg,0.4,BSA,12.0,2026-08-27 22:52:23.463,5,15.765,0.4 BSA COOH,COOH,True,0.4,False,2,present,large,high,,130,False,0.4,BSA,COOH,False,present,2,False,high,False,15.765,1,False,False,magnet,0.4_BSA_COOH_magnet_r2
0.4 BACK/BSA /12 hrs/PXL_20260827_225241172.jpg,0.4,BSA,12.0,2026-08-27 22:52:41.172,6,17.709,0.4 BSA COOH,COOH,True,0.4,False,3,present,large,high,,131,False,0.4,BSA,COOH,False,present,3,False,high,False,17.709,1,False,False,magnet,0.4_BSA_COOH_magnet_r3
0.4 BACK/BSA /12 hrs/PXL_20260827_230158577.jpg,0.4,BSA,12.0,2026-08-27 23:01:58.577,7,557.405,0.4 BSA PEG,PEG,True,0.4,True,1,none,,high,,132,False,0.4,BSA,PEG,True,none,1,False,high,False,557.405,2,False,False,control,0.4_BSA_PEG_control_r1
0.4 BACK/BSA /12 hrs/PXL_20260827_230218470.jpg,0.4,BSA,12.0,2026-08-27 23:02:18.470,8,19.893,0.4 BSA PEG,PEG,True,0.4,True,2,none,,high,,133,False,0.4,BSA,PEG,True,none,2,False,high,False,19.893,2,False,False,control,0.4_BSA_PEG_control_r2
0.4 BACK/BSA /12 hrs/PXL_20260827_230236136.jpg,0.4,BSA,12.0,2026-08-27 23:02:36.136,9,17.666,0.4 BSA PEG,PEG,True,0.4,True,3,none,,high,,134,False,0.4,BSA,PEG,True,none,3,False,high,False,17.666,2,False,False,control,0.4_BSA_PEG_control_r3
0.4 BACK/BSA /12 hrs/PXL_20260827_230436274.jpg,0.4,BSA,12.0,2026-08-27 23:04:36.274,10,120.138,0.4 BSA COOH,COOH,True,0.4,True,1,none,,high,,135,False,0.4,BSA,COOH,True,none,1,False,high,False,120.138,2,False,False,control,0.4_BSA_COOH_control_r1
0.4 BACK/BSA /12 hrs/PXL_20260827_230445293.jpg,0.4,BSA,12.0,2026-08-27 23:04:45.293,11,9.019,0.4 BSA COOH,COOH,True,0.4,True,2,none,,high,,136,False,0.4,BSA,COOH,True,none,2,False,high,False,9.019,2,False,False,control,0.4_BSA_COOH_control_r2
0.4 BACK/BSA /12 hrs/PXL_20260827_230456636.jpg,0.4,BSA,12.0,2026-08-27 23:04:56.636,12,11.343,0.4 BSA COOH,COOH,True,0.4,True,3,none,,high,,137,False,0.4,BSA,COOH,True,none,3,False,high,False,11.343,2,False,False,control,0.4_BSA_COOH_control_r3
0.4 BACK/BSA /21.5 hrs/PXL_20260828_082806000.jpg,0.4,BSA,21.5,2026-08-28 08:28:06.000,1,,0.4 BSA PEG,PEG,True,0.4,False,1,present,large,high,,138,False,0.4,BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.4_BSA_PEG_magnet_r1
0.4 BACK/BSA /21.5 hrs/PXL_20260828_082842334.jpg,0.4,BSA,21.5,2026-08-28 08:28:42.334,2,36.334,0.4 BSA PEG,PEG,True,0.4,False,2,present,large,high,,139,False,0.4,BSA,PEG,False,present,2,False,high,False,36.334,1,False,False,magnet,0.4_BSA_PEG_magnet_r2
0.4 BACK/BSA /21.5 hrs/PXL_20260828_082921987.jpg,0.4,BSA,21.5,2026-08-28 08:29:21.987,3,39.653,0.4 BSA PEG,PEG,True,0.4,False,3,present,large,high,,140,False,0.4,BSA,PEG,False,present,3,False,high,False,39.653,1,False,False,magnet,0.4_BSA_PEG_magnet_r3
0.4 BACK/BSA /21.5 hrs/PXL_20260828_083009673.jpg,0.4,BSA,21.5,2026-08-28 08:30:09.673,4,47.686,0.4 BSA COOH,COOH,True,0.4,False,1,present,large,high,,141,False,0.4,BSA,COOH,False,present,1,False,high,False,47.686,1,False,False,magnet,0.4_BSA_COOH_magnet_r1
0.4 BACK/BSA /21.5 hrs/PXL_20260828_083120420.jpg,0.4,BSA,21.5,2026-08-28 08:31:20.420,5,70.747,0.4 BSA COOH,COOH,True,0.4,False,2,present,large,high,,142,False,0.4,BSA,COOH,False,present,2,False,high,False,70.747,1,False,False,magnet,0.4_BSA_COOH_magnet_r2
0.4 BACK/BSA /21.5 hrs/PXL_20260828_083151570.jpg,0.4,BSA,21.5,2026-08-28 08:31:51.570,6,31.15,0.4 BSA COOH,COOH,True,0.4,False,3,present,large,high,,143,False,0.4,BSA,COOH,False,present,3,False,high,False,31.15,1,False,False,magnet,0.4_BSA_COOH_magnet_r3
0.4 BACK/BSA /21.5 hrs/PXL_20260828_084802553.jpg,0.4,BSA,21.5,2026-08-28 08:48:02.553,7,970.983,0.4 BSA PEG,PEG,True,0.4,True,1,none,,high,,144,False,0.4,BSA,PEG,True,none,1,False,high,False,970.983,2,False,False,control,0.4_BSA_PEG_control_r1
0.4 BACK/BSA /21.5 hrs/PXL_20260828_084818395.jpg,0.4,BSA,21.5,2026-08-28 08:48:18.395,8,15.842,0.4 BSA PEG,PEG,True,0.4,True,2,none,,high,,145,False,0.4,BSA,PEG,True,none,2,False,high,False,15.842,2,False,False,control,0.4_BSA_PEG_control_r2
0.4 BACK/BSA /21.5 hrs/PXL_20260828_084832324.jpg,0.4,BSA,21.5,2026-08-28 08:48:32.324,9,13.929,0.4 BSA PEG,PEG,True,0.4,True,3,none,,high,,146,False,0.4,BSA,PEG,True,none,3,False,high,False,13.929,2,False,False,control,0.4_BSA_PEG_control_r3
0.4 BACK/BSA /21.5 hrs/PXL_20260828_084917810.jpg,0.4,BSA,21.5,2026-08-28 08:49:17.810,10,45.486,0.4 BSA COOH,COOH,True,0.4,True,1,none,,high,,147,False,0.4,BSA,COOH,True,none,1,False,high,False,45.486,2,False,False,control,0.4_BSA_COOH_control_r1
0.4 BACK/BSA /21.5 hrs/PXL_20260828_084935517.jpg,0.4,BSA,21.5,2026-08-28 08:49:35.517,11,17.707,0.4 BSA COOH,COOH,True,0.4,True,2,none,,high,,148,False,0.4,BSA,COOH,True,none,2,False,high,False,17.707,2,False,False,control,0.4_BSA_COOH_control_r2
0.4 BACK/BSA /21.5 hrs/PXL_20260828_084951875.jpg,0.4,BSA,21.5,2026-08-28 08:49:51.875,12,16.358,0.4 BSA COOH,COOH,True,0.4,True,3,none,,high,,149,False,0.4,BSA,COOH,True,none,3,False,high,False,16.358,2,False,False,control,0.4_BSA_COOH_control_r3
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110536317.jpg,0.4,non-BSA,0.0,2026-08-27 11:05:36.317,1,,0.4 PEG,PEG,False,0.4,False,1,none,,high,"sticker text written in black marker, not red; no BSA mentioned",150,False,0.4,non-BSA,PEG,False,none,1,False,high,False,,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r1
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110545377.jpg,0.4,non-BSA,0.0,2026-08-27 11:05:45.377,2,9.06,0.4 PEG,PEG,False,0.4,False,1,present,large,high,"sticker text written in black marker, not red; no BSA mentioned",151,False,0.4,non-BSA,PEG,False,present,1,False,high,False,9.06,1,True,False,magnet,0.4_non-BSA_PEG_magnet_r1
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110604764.jpg,0.4,non-BSA,0.0,2026-08-27 11:06:04.764,3,19.387,0.4 PEG,PEG,False,0.4,False,2,none,,high,"sticker text written in black marker, not red; no BSA mentioned",152,False,0.4,non-BSA,PEG,False,none,2,False,high,False,19.387,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r2
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110659452.jpg,0.4,non-BSA,0.0,2026-08-27 11:06:59.452,4,54.688,0.4 PEG,PEG,False,0.4,False,2,present,large,high,"sticker text written in black marker, not red; no BSA mentioned",153,False,0.4,non-BSA,PEG,False,present,2,False,high,False,54.688,1,True,False,magnet,0.4_non-BSA_PEG_magnet_r2
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110714060.jpg,0.4,non-BSA,0.0,2026-08-27 11:07:14.060,5,14.608,0.4 PEG,PEG,False,0.4,False,3,present,large,high,"sticker text written in black marker, not red; no BSA mentioned",154,False,0.4,non-BSA,PEG,False,present,3,False,high,False,14.608,1,True,False,magnet,0.4_non-BSA_PEG_magnet_r3
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110726354.jpg,0.4,non-BSA,0.0,2026-08-27 11:07:26.354,6,12.294,0.4 PEG,PEG,False,0.4,False,3,present,large,high,"sticker text written in black marker, not red; no BSA mentioned",155,False,0.4,non-BSA,PEG,False,present,3,True,high,False,12.294,1,True,False,magnet,0.4_non-BSA_PEG_magnet_r3
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110751175.jpg,0.4,non-BSA,0.0,2026-08-27 11:07:51.175,7,24.821,0.6 COOH,COOH,False,0.6,False,1,none,,high,"sticker text written in black marker (upside-down), not red; no BSA mentioned",156,False,0.4,non-BSA,COOH,False,none,1,False,high,False,24.821,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r1
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110817323.jpg,0.4,non-BSA,0.0,2026-08-27 11:08:17.323,8,26.148,0.6 COOH,COOH,False,0.6,False,2,none,,high,"sticker text written in black marker (upside-down), not red; no BSA mentioned",157,False,0.4,non-BSA,COOH,False,none,2,False,high,False,26.148,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r2
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110903525.jpg,0.4,non-BSA,0.0,2026-08-27 11:09:03.525,9,46.202,0.6 COOH,COOH,False,0.6,False,1,present,large,high,"sticker text written in black marker (upside-down), not red; no BSA mentioned",158,False,0.4,non-BSA,COOH,False,present,1,False,high,False,46.202,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r1
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110927470.jpg,0.4,non-BSA,0.0,2026-08-27 11:09:27.470,10,23.945,0.6 COOH,COOH,False,0.6,False,2,present,large,high,"sticker text written in black marker (upside-down), not red; no BSA mentioned",159,False,0.4,non-BSA,COOH,False,present,2,False,high,False,23.945,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r2
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_110947262.jpg,0.4,non-BSA,0.0,2026-08-27 11:09:47.262,11,19.792,0.6 COOH,COOH,False,0.6,False,3,none,,high,"sticker text written in black marker (upside-down), not red; no BSA mentioned",160,False,0.4,non-BSA,COOH,False,none,3,False,high,False,19.792,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r3
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_111007893.jpg,0.4,non-BSA,0.0,2026-08-27 11:10:07.893,12,20.631,0.6 COOH,COOH,False,0.6,False,3,present,large,high,"sticker text written in black marker (upside-down), not red; no BSA mentioned",161,False,0.4,non-BSA,COOH,False,present,3,False,high,False,20.631,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r3
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_112533489.jpg,0.4,non-BSA,0.0,2026-08-27 11:25:33.489,13,925.596,0.4 PEG,PEG,False,0.4,True,1,none,,high,"sticker text written in black marker, not red; no BSA mentioned",162,False,0.4,non-BSA,PEG,True,none,1,False,high,False,925.596,2,False,False,control,0.4_non-BSA_PEG_control_r1
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_112546168.jpg,0.4,non-BSA,0.0,2026-08-27 11:25:46.168,14,12.679,0.4 PEG,PEG,False,0.4,True,3,none,,high,,163,False,0.4,non-BSA,PEG,True,none,2,False,high,True,12.679,2,False,False,control,0.4_non-BSA_PEG_control_r2
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_112559212.jpg,0.4,non-BSA,0.0,2026-08-27 11:25:59.212,15,13.044,0.4 PEG,PEG,False,0.4,True,3,none,,high,duplicate angle of 0040,164,False,0.4,non-BSA,PEG,True,none,3,False,high,False,13.044,2,False,False,control,0.4_non-BSA_PEG_control_r3
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_112620541.jpg,0.4,non-BSA,0.0,2026-08-27 11:26:20.541,16,21.329,0.6 COOH,COOH,False,0.6,True,1,none,,high,,165,False,0.4,non-BSA,COOH,True,none,1,False,high,False,21.329,2,False,False,control,0.4_non-BSA_COOH_control_r1
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_112646561.jpg,0.4,non-BSA,0.0,2026-08-27 11:26:46.561,17,26.02,0.6 COOH,COOH,False,0.6,True,2,none,,high,,166,False,0.4,non-BSA,COOH,True,none,2,False,high,False,26.02,2,False,False,control,0.4_non-BSA_COOH_control_r2
0.4 BACK/NON-BSA/0 hrs/PXL_20260827_112700417.jpg,0.4,non-BSA,0.0,2026-08-27 11:27:00.417,18,13.856,0.6 COOH,COOH,False,0.6,True,3,none,,high,,167,False,0.4,non-BSA,COOH,True,none,3,False,high,False,13.856,2,False,False,control,0.4_non-BSA_COOH_control_r3
